
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
    50.00   -10.00  1044.23  -121.39    62.88   115.62   -10.99    -2.82    -1.01     2.30    38.77    -7.41  1941.28   426.77
    50.00   -12.00  1229.38  -104.86    80.15   115.62   -15.65    -2.82    -0.96     2.37    38.77    -8.88  1941.28   368.86
    50.00   -14.00  1474.91   -82.93   102.81   115.62   -20.33    -2.82    -0.90     2.44    38.77   -10.36  1941.28   310.68
    50.00   -16.00  1816.11   -52.46   134.01   115.62   -25.04    -2.82    -0.84     2.50    38.77   -11.83  1941.28   252.24
    50.00   -18.00  2322.48    -7.24   179.97   115.62   -29.76    -2.82    -0.79     2.57    38.77   -13.29  1941.28   193.56
    50.00   -20.00  3152.35    66.87   254.81   115.62   -34.51    -2.82    -0.73     2.64    38.77   -14.76  1941.28   134.63
    50.00   -22.00  4761.34   210.56   399.23   115.62   -39.28    -2.82    -0.68     2.71    38.77   -16.22  1941.28    75.47
    50.00   -24.00  9217.92   608.55   797.95   115.62   -44.08    -2.82    -0.62     2.77    38.77   -17.69  1941.28    16.08
    50.00   -26.00 12200.50   874.91  1064.50   115.62   -45.38    -2.82    -0.60     2.79    38.77   -18.08  1941.28     0.00
    52.00     0.00   519.77  -166.95    12.78   119.02    12.00    -2.89    -1.30     2.03    40.43     0.00  1977.63   712.01
    52.00     2.00   467.50  -171.89     7.10   119.02    16.54    -2.89    -1.36     1.96    40.43     1.49  1977.63   768.10
    52.00     4.00   421.63  -176.22     2.02   119.02    21.05    -2.89    -1.42     1.89    40.43     2.98  1977.63   823.84
    52.00     6.00   381.06  -180.05    -2.56   119.02    25.54    -2.89    -1.47     1.82    40.43     4.48  1977.63   879.21
    52.00     8.00   344.91  -183.46    -6.72   119.02    30.01    -2.89    -1.53     1.75    40.43     5.98  1977.63   934.19
    52.00    10.00   312.49  -186.52   -10.54   119.02    34.46    -2.89    -1.59     1.67    40.43     7.48  1977.63   988.75
    52.00    12.00   283.25  -189.29   -14.05   119.02    38.88    -2.89    -1.65     1.60    40.43     8.99  1977.63  1042.89
    52.00    14.00   256.74  -191.79   -17.31   119.02    43.27    -2.89    -1.71     1.53    40.43    10.50  1977.63  1096.57
    52.00    16.00   232.59  -194.07   -20.35   119.02    47.64    -2.89    -1.77     1.45    40.43    12.01  1977.63  1149.76
    52.00    18.00   210.49  -196.16   -23.20   119.02    51.98    -2.89    -1.83     1.38    40.43    13.53  1977.63  1202.44
    52.00    20.00   190.19  -198.07   -25.88   119.02    56.30    -2.89    -1.89     1.30    40.43    15.06  1977.63  1254.59
    52.00    22.00   171.48  -199.84   -28.41   119.02    60.58    -2.89    -1.94     1.22    40.43    16.59  1977.63  1306.16
    52.00    24.00   154.17  -201.48   -30.82   119.02    64.83    -2.89    -2.01     1.15    40.43    18.12  1977.63  1357.12
    52.00    26.00   138.10  -202.99   -33.10   119.02    69.04    -2.89    -2.07     1.07    40.43    19.66  1977.63  1407.43
    52.00    28.00   123.15  -204.40   -35.29   119.02    73.22    -2.89    -2.13     0.99    40.43    21.21  1977.63  1457.06
    52.00    30.00   109.20  -205.72   -37.39   119.02    77.35    -2.89    -2.19     0.91    40.43    22.76  1977.63  1505.95
    52.00    32.00    96.15  -206.95   -39.40   119.02    81.45    -2.89    -2.25     0.83    40.43    24.32  1977.63  1554.06
    52.00    34.00    83.90  -208.11   -41.35   119.02    85.49    -2.89    -2.31     0.75    40.43    25.89  1977.63  1601.34
    52.00    36.00    72.39  -209.20   -43.22   119.02    89.49    -2.89    -2.37     0.67    40.43    27.46  1977.63  1647.72
    52.00    38.00    61.55  -210.22   -45.04   119.02    93.43    -2.89    -2.44     0.59    40.43    29.05  1977.63  1693.16
    52.00    40.00    51.31  -211.19   -46.81   119.02    97.31    -2.89    -2.50     0.51    40.43    30.64  1977.63  1737.56
    52.00    42.00    41.63  -212.10   -48.53   119.02   101.13    -2.89    -2.56     0.43    40.43    32.24  1977.63  1780.87
    52.00    44.00    32.45  -212.97   -50.20   119.02   104.87    -2.89    -2.63     0.34    40.43    33.86  1977.63  1822.99
    52.00    46.00    23.73  -213.79   -51.84   119.02   108.54    -2.89    -2.69     0.26    40.43    35.48  1977.63  1863.83
    52.00    48.00    15.44  -214.58   -53.45   119.02   112.13    -2.89    -2.76     0.17    40.43    37.12  1977.63  1903.30
    52.00    50.00     7.54  -215.32   -55.02   119.02   115.62    -2.89    -2.82     0.09    40.43    38.77  1977.63  1941.28
    52.00    52.00     0.00  -216.03   -56.57   119.02   119.02    -2.89    -2.89     0.00    40.43    40.43  1977.63  1977.63
    52.00    54.00    -7.21  -216.71   -58.10   119.02   122.30    -2.89    -2.96    -0.09    40.43    42.11  1977.63  2012.22
    52.00    56.00   -14.12  -217.37   -59.60   119.02   125.46    -2.89    -3.03    -0.18    40.43    43.81  1977.63  2044.89
    52.00     0.00   519.77  -166.95    12.78   119.02    12.00    -2.89    -1.30     2.03    40.43     0.00  1977.63   712.01
    52.00    -2.00   579.90  -161.27    19.20   119.02     7.44    -2.89    -1.24     2.10    40.43    -1.49  1977.63   655.58
    52.00    -4.00   649.81  -154.67    26.55   119.02     2.87    -2.89    -1.19     2.18    40.43    -2.97  1977.63   598.83
    52.00    -6.00   732.12  -146.90    35.06   119.02    -1.73    -2.89    -1.13     2.25    40.43    -4.45  1977.63   541.77
    52.00    -8.00   830.45  -137.61    45.08   119.02    -6.35    -2.89    -1.07     2.32    40.43    -5.93  1977.63   484.41
    52.00   -10.00   949.98  -126.33    57.11   119.02   -10.99    -2.89    -1.01     2.38    40.43    -7.41  1977.63   426.77
    52.00   -12.00  1098.44  -112.31    71.86   119.02   -15.65    -2.89    -0.96     2.45    40.43    -8.88  1977.63   368.86
    52.00   -14.00  1287.77   -94.43    90.48   119.02   -20.33    -2.89    -0.90     2.52    40.43   -10.36  1977.63   310.68
    52.00   -16.00  1537.58   -70.84   114.80   119.02   -25.04    -2.89    -0.84     2.59    40.43   -11.83  1977.63   252.24
    52.00   -18.00  1882.38   -38.28   148.09   119.02   -29.76    -2.89    -0.79     2.66    40.43   -13.29  1977.63   193.56
    52.00   -20.00  2389.11     9.57   196.68   119.02   -34.51    -2.89    -0.73     2.73    40.43   -14.76  1977.63   134.63
    52.00   -22.00  3206.94    86.80   274.64   119.02   -39.28    -2.89    -0.68     2.79    40.43   -16.22  1977.63    75.47
    52.00   -24.00  4749.38   232.46   421.02   119.02   -44.08    -2.89    -0.62     2.86    40.43   -17.69  1977.63    16.08
    52.00   -26.00  5432.47   296.96   485.72   119.02   -45.38    -2.89    -0.60     2.88    40.43   -18.08  1977.63     0.00
    54.00     0.00   501.31  -167.50    11.39   122.30    12.00    -2.96    -1.30     2.12    42.11     0.00  2012.22   712.01
    54.00     2.00   453.80  -172.23     5.91   122.30    16.54    -2.96    -1.36     2.05    42.11     1.49  2012.22   768.10
    54.00     4.00   411.72  -176.42     0.98   122.30    21.05    -2.96    -1.42     1.98    42.11     2.98  2012.22   823.84
    54.00     6.00   374.20  -180.16    -3.51   122.30    25.54    -2.96    -1.47     1.91    42.11     4.48  2012.22   879.21
    54.00     8.00   340.52  -183.51    -7.62   122.30    30.01    -2.96    -1.53     1.83    42.11     5.98  2012.22   934.19
    54.00    10.00   310.13  -186.54   -11.40   122.30    34.46    -2.96    -1.59     1.76    42.11     7.48  2012.22   988.75
    54.00    12.00   282.55  -189.29   -14.90   122.30    38.88    -2.96    -1.65     1.69    42.11     8.99  2012.22  1042.89
    54.00    14.00   257.41  -191.79   -18.16   122.30    43.27    -2.96    -1.71     1.61    42.11    10.50  2012.22  1096.57
    54.00    16.00   234.40  -194.08   -21.21   122.30    47.64    -2.96    -1.77     1.54    42.11    12.01  2012.22  1149.76
    54.00    18.00   213.26  -196.19   -24.08   122.30    51.98    -2.96    -1.83     1.46    42.11    13.53  2012.22  1202.44
    54.00    20.00   193.75  -198.13   -26.78   122.30    56.30    -2.96    -1.89     1.39    42.11    15.06  2012.22  1254.59
    54.00    22.00   175.70  -199.93   -29.35   122.30    60.58    -2.96    -1.94     1.31    42.11    16.59  2012.22  1306.16
    54.00    24.00   158.95  -201.60   -31.78   122.30    64.83    -2.96    -2.01     1.24    42.11    18.12  2012.22  1357.12
    54.00    26.00   143.35  -203.15   -34.11   122.30    69.04    -2.96    -2.07     1.16    42.11    19.66  2012.22  1407.43
    54.00    28.00   128.79  -204.60   -36.34   122.30    73.22    -2.96    -2.13     1.08    42.11    21.21  2012.22  1457.06
    54.00    30.00   115.16  -205.96   -38.47   122.30    77.35    -2.96    -2.19     1.00    42.11    22.76  2012.22  1505.95
    54.00    32.00   102.38  -207.23   -40.53   122.30    81.45    -2.96    -2.25     0.92    42.11    24.32  2012.22  1554.06
    54.00    34.00    90.36  -208.43   -42.51   122.30    85.49    -2.96    -2.31     0.84    42.11    25.89  2012.22  1601.34
    54.00    36.00    79.04  -209.56   -44.43   122.30    89.49    -2.96    -2.37     0.76    42.11    27.46  2012.22  1647.72
    54.00    38.00    68.34  -210.63   -46.29   122.30    93.43    -2.96    -2.44     0.68    42.11    29.05  2012.22  1693.16
    54.00    40.00    58.23  -211.63   -48.10   122.30    97.31    -2.96    -2.50     0.60    42.11    30.64  2012.22  1737.56
    54.00    42.00    48.64  -212.59   -49.86   122.30   101.13    -2.96    -2.56     0.52    42.11    32.24  2012.22  1780.87
    54.00    44.00    39.53  -213.50   -51.57   122.30   104.87    -2.96    -2.63     0.43    42.11    33.86  2012.22  1822.99
    54.00    46.00    30.87  -214.36   -53.25   122.30   108.54    -2.96    -2.69     0.35    42.11    35.48  2012.22  1863.83
    54.00    48.00    22.62  -215.18   -54.90   122.30   112.13    -2.96    -2.76     0.26    42.11    37.12  2012.22  1903.30
    54.00    50.00    14.74  -215.96   -56.51   122.30   115.62    -2.96    -2.82     0.18    42.11    38.77  2012.22  1941.28
    54.00    52.00     7.21  -216.71   -58.10   122.30   119.02    -2.96    -2.89     0.09    42.11    40.43  2012.22  1977.63
    54.00    54.00     0.00  -217.43   -59.66   122.30   122.30    -2.96    -2.96     0.00    42.11    42.11  2012.22  2012.22
    54.00    56.00    -6.92  -218.12   -61.20   122.30   125.46    -2.96    -3.03    -0.09    42.11    43.81  2012.22  2044.89
    54.00     0.00   501.31  -167.50    11.39   122.30    12.00    -2.96    -1.30     2.12    42.11     0.00  2012.22   712.01
    54.00    -2.00   555.40  -162.11    17.52   122.30     7.44    -2.96    -1.24     2.19    42.11    -1.49  2012.22   655.58
    54.00    -4.00   617.54  -155.92    24.45   122.30     2.87    -2.96    -1.19     2.26    42.11    -2.97  2012.22   598.83
    54.00    -6.00   689.67  -148.73    32.38   122.30    -1.73    -2.96    -1.13     2.33    42.11    -4.45  2012.22   541.77
    54.00    -8.00   774.44  -140.29    41.56   122.30    -6.35    -2.96    -1.07     2.40    42.11    -5.93  2012.22   484.41
    54.00   -10.00   875.49  -130.22    52.37   122.30   -10.99    -2.96    -1.01     2.47    42.11    -7.41  2012.22   426.77
    54.00   -12.00   998.01  -118.02    65.31   122.30   -15.65    -2.96    -0.96     2.54    42.11    -8.88  2012.22   368.86
    54.00   -14.00  1149.68  -102.91    81.15   122.30   -20.33    -2.96    -0.90     2.61    42.11   -10.36  2012.22   310.68
    54.00   -16.00  1342.34   -83.72   101.08   122.30   -25.04    -2.96    -0.84     2.68    42.11   -11.83  2012.22   252.24
    54.00   -18.00  1595.20   -58.53   127.00   122.30   -29.76    -2.96    -0.79     2.75    42.11   -13.29  2012.22   193.56
    54.00   -20.00  1941.74   -24.01   162.25   122.30   -34.51    -2.96    -0.73     2.81    42.11   -14.76  2012.22   134.63
    54.00   -22.00  2445.92    26.21   213.20   122.30   -39.28    -2.96    -0.68     2.88    42.11   -16.22  2012.22    75.47
    54.00   -24.00  3246.99   106.01   293.73   122.30   -44.08    -2.96    -0.62     2.95    42.11   -17.69  2012.22    16.08
    54.00   -26.00  3551.35   136.33   324.24   122.30   -45.38    -2.96    -0.60     2.96    42.11   -18.08  2012.22     0.00
    56.00     0.00   485.21  -167.97    10.06   125.46    12.00    -3.03    -1.30     2.21    43.81     0.00  2044.89   712.01
    56.00     2.00   441.74  -172.53     4.76   125.46    16.54    -3.03    -1.36     2.14    43.81     1.49  2044.89   768.10
    56.00     4.00   402.93  -176.60    -0.06   125.46    21.05    -3.03    -1.42     2.07    43.81     2.98  2044.89   823.84
    56.00     6.00   368.06  -180.25    -4.46   125.46    25.54    -3.03    -1.47     2.00    43.81     4.48  2044.89   879.21
    56.00     8.00   336.57  -183.56    -8.51   125.46    30.01    -3.03    -1.53     1.92    43.81     5.98  2044.89   934.19
    56.00    10.00   307.98  -186.55   -12.26   125.46    34.46    -3.03    -1.59     1.85    43.81     7.48  2044.89   988.75
    56.00    12.00   281.90  -189.29   -15.75   125.46    38.88    -3.03    -1.65     1.78    43.81     8.99  2044.89  1042.89
    56.00    14.00   258.02  -191.79   -19.01   125.46    43.27    -3.03    -1.71     1.70    43.81    10.50  2044.89  1096.57
    56.00    16.00   236.06  -194.10   -22.07   125.46    47.64    -3.03    -1.77     1.63    43.81    12.01  2044.89  1149.76
    56.00    18.00   215.80  -196.22   -24.96   125.46    51.98    -3.03    -1.83     1.55    43.81    13.53  2044.89  1202.44
    56.00    20.00   197.04  -198.19   -27.69   125.46    56.30    -3.03    -1.89     1.48    43.81    15.06  2044.89  1254.59
    56.00    22.00   179.61  -200.01   -30.28   125.46    60.58    -3.03    -1.94     1.40    43.81    16.59  2044.89  1306.16
    56.00    24.00   163.39  -201.72   -32.75   125.46    64.83    -3.03    -2.01     1.32    43.81    18.12  2044.89  1357.12
    56.00    26.00   148.24  -203.30   -35.11   125.46    69.04    -3.03    -2.07     1.25    43.81    19.66  2044.89  1407.43
    56.00    28.00   134.06  -204.79   -37.38   125.46    73.22    -3.03    -2.13     1.17    43.81    21.21  2044.89  1457.06
    56.00    30.00   120.75  -206.19   -39.55   125.46    77.35    -3.03    -2.19     1.09    43.81    22.76  2044.89  1505.95
    56.00    32.00   108.24  -207.50   -41.64   125.46    81.45    -3.03    -2.25     1.01    43.81    24.32  2044.89  1554.06
    56.00    34.00    96.44  -208.73   -43.67   125.46    85.49    -3.03    -2.31     0.93    43.81    25.89  2044.89  1601.34
    56.00    36.00    85.31  -209.90   -45.63   125.46    89.49    -3.03    -2.37     0.85    43.81    27.46  2044.89  1647.72
    56.00    38.00    74.77  -211.01   -47.52   125.46    93.43    -3.03    -2.44     0.77    43.81    29.05  2044.89  1693.16
    56.00    40.00    64.78  -212.05   -49.37   125.46    97.31    -3.03    -2.50     0.69    43.81    30.64  2044.89  1737.56
    56.00    42.00    55.30  -213.05   -51.17   125.46   101.13    -3.03    -2.56     0.61    43.81    32.24  2044.89  1780.87
    56.00    44.00    46.27  -214.00   -52.93   125.46   104.87    -3.03    -2.63     0.52    43.81    33.86  2044.89  1822.99
    56.00    46.00    37.68  -214.90   -54.64   125.46   108.54    -3.03    -2.69     0.44    43.81    35.48  2044.89  1863.83
    56.00    48.00    29.47  -215.76   -56.33   125.46   112.13    -3.03    -2.76     0.35    43.81    37.12  2044.89  1903.30
    56.00    50.00    21.63  -216.58   -57.98   125.46   115.62    -3.03    -2.82     0.27    43.81    38.77  2044.89  1941.28
    56.00    52.00    14.12  -217.37   -59.60   125.46   119.02    -3.03    -2.89     0.18    43.81    40.43  2044.89  1977.63
    56.00    54.00     6.92  -218.12   -61.20   125.46   122.30    -3.03    -2.96     0.09    43.81    42.11  2044.89  2012.22
    56.00    56.00     0.00  -218.85   -62.78   125.46   125.46    -3.03    -3.03     0.00    43.81    43.81  2044.89  2044.89
    56.00     0.00   485.21  -167.97    10.06   125.46    12.00    -3.03    -1.30     2.21    43.81     0.00  2044.89   712.01
    56.00    -2.00   534.26  -162.83    15.95   125.46     7.44    -3.03    -1.24     2.28    43.81    -1.49  2044.89   655.58
    56.00    -4.00   590.02  -156.98    22.54   125.46     2.87    -3.03    -1.19     2.35    43.81    -2.97  2044.89   598.83
    56.00    -6.00   653.99  -150.27    29.98   125.46    -1.73    -3.03    -1.13     2.42    43.81    -4.45  2044.89   541.77
    56.00    -8.00   728.12  -142.50    38.50   125.46    -6.35    -3.03    -1.07     2.49    43.81    -5.93  2044.89   484.41
    56.00   -10.00   815.07  -133.38    48.35   125.46   -10.99    -3.03    -1.01     2.56    43.81    -7.41  2044.89   426.77
    56.00   -12.00   918.47  -122.54    59.93   125.46   -15.65    -3.03    -0.96     2.63    43.81    -8.88  2044.89   368.86
    56.00   -14.00  1043.51  -109.43    73.78   125.46   -20.33    -3.03    -0.90     2.70    43.81   -10.36  2044.89   310.68
    56.00   -16.00  1197.78   -93.26    90.69   125.46   -25.04    -3.03    -0.84     2.77    43.81   -11.83  2044.89   252.24
    56.00   -18.00  1392.89   -72.80   111.88   125.46   -29.76    -3.03    -0.79     2.83    43.81   -13.29  2044.89   193.56
    56.00   -20.00  1647.57   -46.09   139.31   125.46   -34.51    -3.03    -0.73     2.90    43.81   -14.76  2044.89   134.63
    56.00   -22.00  1994.04    -9.77   176.37   125.46   -39.28    -3.03    -0.68     2.97    43.81   -16.22  2044.89    75.47
    56.00   -24.00  2492.87    42.54   229.40   125.46   -44.08    -3.03    -0.62     3.03    43.81   -17.69  2044.89    16.08
    56.00   -26.00  2667.66    60.86   247.93   125.46   -45.38    -3.03    -0.60     3.05    43.81   -18.08  2044.89     0.00
